     twomass      |  lspmname   | tic |   kic    |        catra         |        catdec        | spectype |     r_spectype      |  jmag  |  hmag  |  kmag  |  vmag  |   v    |  e_v  |       bibcode       |   prot   | g_prot |       r_prot        
 14410995-0859204 |             |     |          |     3.84481073252003 |   -0.156887541742015 |          |                     |  9.346 |  8.758 |  8.505 | 13.418 | 13.418 | 0.019 | APASS8              |          |        | 
 14411442-7338413 |             |     |          |     3.84513590481297 |     -1.2853447431182 |          |                     | 11.195 | 10.606 | 10.269 |  16.96 |  16.96 |  0.03 | 2011AJ....141...21W |          |        | 
 14415883-1649008 |             |     |          |     3.84836684087097 |   -0.293509943366076 | M4.5     | 2007AJ....133.2825R | 10.225 |  9.672 |   9.39 | 14.902 | 14.902 | 0.039 | APASS8              |          |        | 
 14441501-2717254 |             |     |          |     3.85826767483851 |   -0.476307665798818 | M4.5     | 2003AJ....126.3007R | 10.891 | 10.318 | 10.036 | 15.629 | 15.629 | 0.006 | APASS8              |          |        | 
 14442809-0424078 |             |     |          |     3.85922161944777 |   -0.076832971597757 | M3.0     | 2009ApJ...699..649S |  9.728 |  9.122 |  8.865 | 13.782 | 13.782 | 0.041 | APASS8              |          |        | 
 14452576-1311495 |             |     |          |     3.86341477297569 |   -0.230332864168236 |          |                     | 10.535 |  9.982 |  9.674 | 14.836 | 14.836 |     0 | APASS8              |          |        | 
 14452674-1311353 |             |     |          |     3.86348587768941 |   -0.230263731676565 |          |                     | 10.446 |  9.883 |  9.582 | 14.641 | 14.641 | 0.013 | 2003AJ....126.3007R |          |        | 
 14453987-1312092 |             |     |          |     3.86443982229868 |   -0.230426850148456 |          |                     |    9.8 |  9.206 |  8.921 | 13.873 | 13.873 |  0.04 | APASS8              |          |        | 
 14545004-5809064 |             |     |          |     3.90444981988456 |    -1.01494021888161 |          |                     | 10.635 | 10.063 |  9.776 | 15.103 | 15.103 | 0.023 | APASS8              |          |        | 
 14593633-1416348 |             |     |          |     3.92526801993589 |   -0.249168248016249 |          |                     |  9.999 |  9.376 |  9.159 | 14.056 | 14.056 | 0.029 | APASS8              |          |        | 
 14595744-4210084 |             |     |          |     3.92680466016922 |    -0.73598873003153 |          |                     | 10.678 | 10.124 |  9.871 |  15.39 |  15.39 |  0.03 | 2015AJ....149....5W |          |        | 
 15075693-0827152 |             |     |          |     3.96167422677568 |   -0.147554323753805 |          |                     | 11.416 | 10.942 | 10.632 | 16.454 | 16.454 |     0 | APASS8              |          |        | 
 15105678-1439396 |             |     |          |     3.97475328785781 |   -0.255883105607324 |          |                     | 10.788 |  10.27 |  9.995 | 15.372 | 15.372 |     0 | APASS8              |          |        | 
 15113865-3403157 |             |     |          |     3.97779726424633 |   -0.594365087435879 |          |                     | 10.053 |  9.422 |  9.129 |  14.45 |  14.45 |  0.03 | 2011AJ....141...21W |          |        | 
 15140770-0435391 |             |     |          |     3.98863713771133 |  -0.0801852603986475 |          |                     |  9.773 |  9.248 |  8.976 | 14.093 | 14.093 |  0.05 | APASS8              |          |        | 
 15141690-0958386 |             |     |          |       3.989306384213 |   -0.174139178920183 | M4.0V    | 2015A&A...577A.128A |  9.665 |  9.087 |   8.78 | 14.182 | 14.182 | 0.032 | APASS8              |          |        | 
 15154371-0725208 |             |     |          |     3.99561915285101 |   -0.129547308075374 | M4.0V    | 2015A&A...577A.128A |  8.566 |  8.015 |  7.706 |  12.93 |  12.93 |       | 2017AJ....153...14W |    4.379 | A      | 2018AJ....156..217N
 15165310-2832162 |             |     |          |     4.00066556294364 |   -0.498079269407339 |          |                     | 10.516 |  9.907 |  9.613 | 15.296 | 15.296 | 0.025 | APASS8              |          |        | 
 15165576-0037116 |             |     |          |     4.00085918977085 |  -0.0108199592582286 |          |                     |   9.96 |  9.382 |  9.105 | 14.469 | 14.469 | 0.019 | APASS8              |          |        | 
 15184317-1546406 |             |     |          |     4.00866810700354 |   -0.275378677698196 |          |                     | 10.563 |  9.969 |  9.682 |  14.92 |  14.92 | 0.006 | APASS8              |          |        | 
 15220263-0541268 |             |     |          |     4.02317514411978 |  -0.0993234937784662 |          |                     | 10.827 |  10.31 | 10.008 | 15.409 | 15.409 | 0.048 | APASS8              |          |        | 
 15290145-0612461 |             |     |          |     4.05363211695146 |   -0.108435508737278 |          |                     |  9.673 |  9.098 |  8.781 | 14.011 | 14.011 | 0.042 | APASS8              |    8.434 | A      | 2018AJ....156..217N
 15381413-0154543 |             |     |          |     4.09382427455138 |  -0.0334255859031068 |          |                     |  9.793 |  9.214 |  8.912 | 14.013 | 14.013 | 0.015 | APASS8              |          |        | 
 15455454-0448226 |             |     |          |     4.12730660110847 |   -0.083885812198481 |          |                     | 11.341 | 10.746 | 10.426 |  16.74 |  16.74 |  0.02 | 2017AJ....154..147D |          |        | 
 15500981-2029106 |             |     |          |     4.14586936452732 |   -0.357555899825437 | M4.0     | 2007AJ....133.2825R | 10.896 | 10.305 |  9.999 | 15.608 | 15.608 | 0.021 | APASS8              |          |        | 
 15511215-3554481 |             |     |          |     4.15040393936351 |   -0.626807983156943 |          |                     | 10.117 |  9.493 |  9.191 |  14.48 |  14.48 |  0.03 | 2015AJ....149....5W |          |        | 
 16060728-0220521 |             |     |          |     4.21549957174161 |  -0.0409772765106359 |          |                     | 10.837 | 10.234 |  9.977 | 15.544 | 15.544 | 0.021 | APASS8              |   44.978 | A      | 2018AJ....156..217N
 16062950-2407249 |             |     |          |     4.21711318099495 |   -0.421034781357532 | M4.5     | 2013A&A...556A..15R | 10.364 |    9.8 |  9.511 | 14.999 | 14.999 |  0.03 | 2003AJ....126.3007R |          |        | 
 16084394-4442283 |             |     |          |     4.22689231315375 |   -0.780301208569679 |          |                     |  10.88 | 10.355 | 10.102 |   15.4 |   15.4 |  0.03 | 2015AJ....149....5W |          |        | 
 16155578-1246239 |             |     |          |     4.25829603983818 |    -0.22293647295755 |          |                     | 11.245 | 10.682 | 10.346 | 16.293 | 16.293 |     0 | APASS8              |          |        | 
 16204186-2005139 |             |     |          |     4.27910066122793 |   -0.350588144025748 |          |                     |   9.36 |  8.745 |  8.419 |  13.68 |  13.68 |  0.03 | 2015AJ....149....5W |    2.814 | B      | 2018AJ....156..217N
 16353720-5202008 |             |     |          |     4.34421149542381 |   -0.908157240239994 |          |                     | 10.408 |  9.795 |  9.559 |  15.58 |  15.58 |  0.03 | 2015AJ....149....5W |          |        | 
 16374673-2203458 |             |     |          |     4.35363082795731 |    -0.38506825786291 |          |                     | 10.372 |  9.781 |  9.456 | 14.792 | 14.792 | 0.025 | APASS8              |          |        | 
 16393460-4853310 |             |     |          |     4.36147515792052 |   -0.853326081179095 |          |                     |  9.811 |  9.226 |  8.947 | 13.915 | 13.915 | 0.041 | APASS8              |          |        | 
 16420607-1709559 |             |     |          |     4.37249158889265 |   -0.299595435228883 |          |                     | 11.123 | 10.561 | 10.244 | 15.944 | 15.944 | 0.135 | APASS8              |          |        | 
 16475517-6509116 |             |     |          |       4.397877647209 |    -1.13713836435585 |          |                     |  9.695 |   9.17 |  8.879 |  13.98 |  13.98 |  0.03 | 2015AJ....149....5W |   73.142 | A      | 2018AJ....156..217N
 16484846-1809192 |             |     |          |     4.40175360459866 |   -0.316871524469871 |          |                     |  9.797 |   9.22 |  8.914 |  13.97 |  13.97 | 0.012 | APASS8              |          |        | 
 16563362-2046373 |             |     |          |     4.43558054641655 |   -0.362628228057461 |          |                     | 11.299 | 10.713 | 10.368 |  17.32 |  17.32 |       | 2017AJ....153...14W |    0.571 | A      | 2018AJ....156..217N
 16575914-2817065 |             |     |          |      4.4418019645215 |   -0.493670201197658 |          |                     |  9.471 |  8.871 |  8.604 | 13.604 | 13.604 | 0.006 | APASS8              |          |        | 
 16592811-6958185 |             |     |          |     4.44827291234961 |     -1.2212375256021 |          |                     | 10.535 |  9.995 |  9.696 |  15.36 |  15.36 |  0.03 | 2015AJ....149....5W |          |        | 
 17020825-2740242 |             |     |          |     4.45991624813576 |   -0.482993655644066 |          |                     |  9.903 |  9.299 |  9.041 | 14.423 | 14.423 |     0 | APASS8              |    0.494 | B      | 2018AJ....156..217N
 17074774-5931194 |             |     |          |     4.48460508232253 |    -1.03885632599534 |          |                     | 10.497 |  9.948 |  9.687 | 15.017 | 15.017 | 0.056 | APASS8              |          |        | 
 17182912-2246285 |             |     |          |       4.531246615481 |   -0.397492069983966 |          |                     | 10.207 |  9.608 |  9.375 |  14.07 |  14.07 |  0.03 | 2015AJ....149....5W |          |        | 
 17205247-1725395 |             |     |          |     4.54166916326855 |   -0.304171077662374 |          |                     |  9.791 |  9.194 |  8.921 |   14.2 |   14.2 |  0.03 | 2015AJ....149....5W |          |        | 
 17262298-8433082 |             |     |          |     4.56570100316499 |    -1.47571534445559 | M4.0V    | 2011AJ....141...21W |  9.869 |  9.334 |  9.021 |  14.25 |  14.25 |  0.03 | 2011AJ....141...21W |          |        | 
 17281105-0143569 |             |     |          |     4.57356692285105 |  -0.0302379689171419 | M4.0V    | 2015A&A...577A.128A |  9.889 |  9.324 |   9.01 |  14.42 |  14.42 |  0.03 | 2015AJ....149....5W |    1.051 | B      | 2018AJ....156..217N
 17322194-4736580 |             |     |          |     4.59181170473348 |    -0.83105826301094 |          |                     |  9.586 |  8.977 |  8.682 |  13.98 |  13.98 |  0.03 | 2015AJ....149....5W |          |        | 
 17462934-0842362 |             |     |          |      4.6534367149874 |   -0.152020638762951 | M4       | 2014MNRAS.443.2561G |  8.198 |  7.693 |  7.353 |  12.72 |  12.72 |  0.03 | 2015AJ....149....5W |    58.43 |        | 2012AcA....62...67K
 17501443-0128504 |             |     |          |     4.66980504103113 |  -0.0258437883659808 |          |                     | 10.428 |  9.886 |  9.639 |  14.56 |  14.56 |  0.03 | 2015AJ....149....5W |          |        | 
 17533261-7403464 |             |     |          |     4.68421753366179 |    -1.29264140621543 |          |                     | 10.559 |   9.96 |  9.698 |  15.05 |  15.05 |  0.03 | 2015AJ....149....5W |          |        | 
 18024935-0300024 |             |     |          |      4.7247055594765 |  -0.0523725486501994 | M3.5V    | 2015A&A...577A.128A |   9.44 |  8.814 |  8.586 | 13.628 | 13.628 | 0.101 | APASS8              |          |        | 
 18051514-2042278 |             |     |          |     4.73530654972678 |   -0.361418697432536 |          |                     | 10.578 |  9.948 |   9.62 |  15.21 |  15.21 |  0.03 | 2015AJ....149....5W |          |        | 
 18064925-1700167 |             |     |          |      4.7421503347897 |   -0.296788526912655 |          |                     | 10.873 | 10.214 |  9.957 | 15.539 | 15.539 | 0.047 | APASS8              |          |        | 
 18094366-0219347 |             |     |          |      4.7548344453154 |  -0.0406018387352394 | M4.5 V   | 2003AJ....125.1598L | 10.121 |  9.609 |  9.271 |   15.1 |   15.1 |  0.03 | 2015AJ....149....5W |          |        | 
 18095018-0247421 |             |     |          |     4.75530847674024 |  -0.0487825809117722 | M5.0 V   | 2003AJ....125.1598L | 11.426 | 10.924 | 10.675 |  16.25 |  16.25 |  0.03 | 2015AJ....149....5W |          |        | 
 18430697-5436481 |             |     |          |     4.90051840442959 |   -0.953184308933787 | M5       | 2014MNRAS.443.2561G |  8.415 |  7.789 |  7.488 |  12.97 |  12.97 |  0.03 | 2015AJ....149....5W |          |        | 
 18471674-1922202 |             |     |          |     4.91868276154009 |   -0.338110174338002 |          |                     |  9.911 |  9.379 |  9.089 |  14.35 |  14.35 |  0.03 | 2011AJ....141...21W |  152.087 | B      | 2018AJ....156..217N
 18473598-1703156 |             |     |          |     4.92008092735057 |   -0.297655414498828 |          |                     | 10.044 |  9.455 |  9.227 |  13.61 |  13.61 |       | 2004AJ....128..463R |          |        | 
 18554792-6914153 |             |     |          |     4.95585356221859 |    -1.20842265500884 | M5.5V    | 2011AJ....141...21W | 10.466 |  9.877 |  9.512 |  16.61 |  16.61 |  0.03 | 2011AJ....141...21W |          |        | 
